"V1","V2","V3","V4","V5"
0.152237491554057,0.442270319287275,-1.21044710655133,-0.26469073197256,0.37486593202715
1.80183380855577,-1.70838437922854,1.0350091655093,-0.984777280801625,0.110502941902223
0.078090189033288,-0.320435746132458,0.648364590147343,0.171389295637252,0.444130170008925
-1.00401609779632,-0.990056633477859,0.570341499917444,0.495211523756896,2.53070520056991
-0.488394222424913,-0.356923933882147,1.71388881988478,0.632974771208901,0.368578125573328
-1.14196686246706,1.02520441289236,0.598734204818502,-0.714955232184813,0.487049849930299
-0.950777850880272,0.32235890009949,-0.164595556092846,-1.31322812997061,-1.02605778190014
0.123446526448367,-0.0743195422129985,-1.01812878183095,1.48093334352755,0.623223154498881
-0.13211352419338,-0.877468091239726,0.693972821095545,0.279459749548661,-0.0729802329960008
1.53669206670806,0.765609410870241,2.05933228813784,2.49825821622773,0.676077957871036
-0.284615239065036,1.18288814237797,-0.325175917890354,0.39276738589375,-1.2286878862691
-2.27850094087643,1.84380968690014,-1.00784312477715,1.31964724707241,0.548860511816456
1.44584617626794,0.133481244145227,-0.171218886534781,0.307082474699718,0.103130120385162
0.360809050392805,-0.694296347939493,0.414746363049918,-1.01096222912403,1.23721975763583
-0.296150878995401,-0.0250624077781033,0.991310120273957,-0.420609878514069,-2.06293035559354
0.349286919943332,-0.480957826221303,-1.67493770409605,0.232727338756046,-1.80884107871774
-0.386876003761758,0.502161721103532,-0.1411384875259,0.269695783800527,-1.52809257266381
0.402794173842505,-0.0170707466071634,0.0266622134443927,0.29199861838686,0.783739500655447
-0.753643726835588,-1.62941912497243,0.56008184067817,0.224827590188987,0.356990972668529
2.14947913886439,0.499664506672635,-0.309750175507594,-1.41956086438128,0.86181774065209
0.659860857937924,2.15531822315734,1.22638977776316,-0.463677309088195,1.92318404340356
-0.0249355326315119,-0.822517248218722,0.923019498813476,-0.0296449154246305,1.44846879878157
0.972519158646118,0.506470219463031,-0.262070547894491,-1.74431246066274,-0.917298705857676
-0.109308848065774,-2.14073126721536,0.0528732162230027,0.187855830601228,-1.04739442125792
0.699208382678282,-0.485226004398184,1.27053169684662,0.279877529147171,-0.447136974700198
1.01918844025653,1.18747984554825,-1.40966888775608,-0.618432790109643,-0.495286268193228
0.1637910182057,-0.539475100634294,-0.106538093191443,0.406003660152497,0.353654455936556
-0.0265931724872025,1.41787856319598,0.470167426026215,-0.261986504649414,-0.628992649732594
0.585937464430689,2.64990782762842,-0.45188755514765,0.116008471697643,-0.512232192128232
-1.79701985678017,-0.335875911878967,-0.661285419883005,0.749355391727674,0.472361856686067
0.0104732155114027,1.03279395539306,-0.229018504071103,-1.77931703362945,-0.630848918620085
-0.195027581508447,0.500914884713141,-0.894406096671638,0.0280508787326103,-0.76838613952263
0.0132094529304224,-1.43171430145222,-1.53626447645621,1.0703490124662,-0.986289002727778
-0.17206916590642,0.138914835934372,-1.14032324918414,0.200886249797829,-0.20440044919675
0.745740989401186,0.845997477505464,-1.8666448755246,0.579500775452037,1.54761710582668
2.11956953271159,-1.32462673703361,-1.08545811175092,0.594022224964442,0.0830122907509756
0.852052346358303,0.211697363821827,1.2248784752259,0.261897207687887,-0.0218438063104797
0.113802240302663,-0.0170114683025862,0.829158123742099,1.38027679921609,-0.883311347221733
-0.237429020915339,-2.07630010308136,-0.226072830024682,-0.890964869911238,-1.84313365618588
0.654639528734338,-0.118822521404294,1.84575426330591,-1.14836049472049,-0.268528456567326
